objID,usno_b1_id,USNORa,USNODec,PannRa,PannDec,red1mag,red2mag,blue1mag,blue2mag,pmRa,pmDec,diff,indexData
129932233416027212,1082-0260726,223.34519,18.27219,223.34157,18.28061,19.21,?,?,21.58,0,0,0.00917,816
131182231373456323,1093-0228800,223.13211,19.32314,223.13727,19.32156,20.01,?,?,?,0,0,0.0054,817
131532244628097656,1096-0230838,224.45988,19.61378,224.46284,19.61427,?,20.27,?,?,0,0,0.003,818
129612237583928690,1080-0266454,223.75978,18.0221,223.75845,18.01515,?,?,21.12,?,0,0,0.00708,819
130622230227293665,1088-0231157,223.0189,18.8487,223.02264,18.85249,19.53,?,21.04,21.57,464,-252,0.00532,820
131062230247500435,1092-0229072,223.01906,19.21767,223.0247,19.21656,19.92,?,21.07,21.87,-60,286,0.00575,821
131162235584122683,1093-0229222,223.56097,19.30265,223.55849,19.30184,?,20.99,21.12,?,0,0,0.00261,822
130942242258349143,1091-0231974,224.22851,19.12193,224.22583,19.12384,?,20.45,20.57,21.44,-22,54,0.00329,823
130872231473544539,1090-0231445,223.14531,19.06396,223.14737,19.06168,?,19.45,?,?,0,0,0.00307,824
130622237367331312,1088-0231817,223.73817,18.84942,223.73667,18.85061,19.16,?,?,21.93,0,0,0.00191,825
131932243132529600,1099-0232634,224.31626,19.94952,224.31326,19.94921,?,?,21.08,21.86,0,0,0.00302,826
131952240644765062,1099-0232275,224.06293,19.96175,224.06437,19.96206,19.97,20.78,?,20.86,-670,-232,0.00147,827
130972233014879995,1091-0230850,223.3026,19.15155,223.30149,19.14953,?,19.24,?,20.16,0,0,0.0023,828
130232235247424857,1085-0232927,223.52361,18.52778,223.52466,18.52869,?,20.83,20.96,21.91,-468,-580,0.00139,829
131002240481358384,1091-0231752,224.04993,19.17188,224.0481,19.17326,?,20.06,?,21.64,-44,-88,0.00229,830
129742237997734407,1081-0266131,223.80094,18.1179,223.79975,18.11989,18.00,16.34,?,?,0,0,0.00232,831
130372243238504652,1086-0234712,224.32193,18.64795,224.3238,18.64513,17.85,20.31,?,?,12,-70,0.00338,832
130662249094739244,1088-0232943,224.90991,18.88901,224.90949,18.89061,18.49,19.93,19.74,?,0,0,0.00165,833
131682238952798093,1097-0231007,223.8923,19.7352,223.89509,19.73968,19.77,?,21.13,?,0,0,0.00528,834
131092232137083028,1092-0229350,223.21514,19.24406,223.21372,19.24376,19.98,20.69,?,?,0,0,0.00145,835
129872241976841552,1082-0261594,224.19803,18.22722,224.19768,18.22574,19.37,18.21,20.27,18.52,0,0,0.00152,836
131152239088222549,1092-0230155,223.91012,19.29239,223.90864,19.2932,17.19,17.72,?,17.89,-6,76,0.00169,837
130522239333142763,1087-0232696,223.93145,18.76789,223.93338,18.76849,19.31,?,?,21.10,0,0,0.00202,838
130162242137241487,1084-0241302,224.21683,18.46266,224.2137,18.46746,18.27,?,19.64,?,0,0,0.00573,839
131422236655810969,1095-0230403,223.66335,19.52161,223.66555,19.51706,19.92,?,20.52,?,0,0,0.00505,840
130682237994120515,1088-0231893,223.80166,18.89974,223.7994,18.89998,?,18.44,20.48,19.64,84,-62,0.00227,841
130212236851656600,1085-0233123,223.68926,18.51058,223.68519,18.5136,19.79,?,21.01,?,0,0,0.00507,842
131662233750306840,1097-0230533,223.37544,19.72597,223.37505,19.7219,19.81,?,20.97,?,0,0,0.00409,843
131372231917138299,1094-0227842,223.19022,19.48049,223.19174,19.48157,?,20.72,?,?,0,0,0.00186,844
131482231067984577,1095-0229833,223.10999,19.57133,223.10697,19.57003,19.57,?,?,21.89,538,192,0.00329,845
129862248876031248,1082-0262149,224.8875,18.21561,224.88757,18.21733,19.56,?,20.88,21.75,364,214,0.00172,846
130482231126629741,1087-0231813,223.11145,18.73924,223.11237,18.74092,18.97,20.18,?,21.46,-4,208,0.00192,847
131882232544092479,1099-0231371,223.25641,19.90117,223.25447,19.90161,?,?,20.93,?,0,0,0.00199,848
130772230329712124,1089-0231788,223.03108,18.96807,223.03294,18.97639,?,19.90,?,22.12,0,0,0.00853,849
131752230918147267,1097-0230192,223.09042,19.79746,223.09183,19.79726,?,20.15,21.14,21.43,248,222,0.00142,850
131632242984795699,1096-0230632,224.30007,19.69607,224.29836,19.696,16.56,15.68,17.66,?,0,0,0.00171,851
131492247674116568,1095-0231401,224.76779,19.58314,224.76736,19.57998,18.77,?,?,?,0,0,0.00319,852
131672232442044589,1097-0230365,223.24486,19.72639,223.24432,19.7286,18.88,?,20.77,?,0,0,0.00228,853
131942231402195120,1099-0231261,223.14504,19.95001,223.14022,19.95383,18.75,18.83,20.28,19.44,0,0,0.00615,854
130002242866579050,1083-0252170,224.28828,18.33804,224.28659,18.34041,?,19.66,19.96,21.03,268,-126,0.00291,855
130942237659189488,1091-0231471,223.7663,19.12576,223.76591,19.1241,19.52,20.55,?,21.67,-8,600,0.00171,856
131222240024747741,1093-0229737,223.99894,19.35667,224.00245,19.35605,?,?,?,21.15,0,0,0.00356,857
131072230962550710,1092-0229152,223.09498,19.22446,223.09621,19.22515,17.79,?,19.55,16.97,0,0,0.00141,858
131202238070493051,1093-0229518,223.80331,19.33582,223.807,19.33546,19.50,?,?,?,0,0,0.00371,859
131782243439907086,1098-0232332,224.34324,19.82356,224.34397,19.8221,?,19.20,21.01,19.72,-288,-12,0.00163,860
131632241967301858,1096-0230538,224.1983,19.6927,224.19673,19.69271,?,19.76,?,19.63,0,0,0.00157,861
130692231073265742,1089-0231893,223.10659,18.91428,223.1073,18.91265,20.05,?,?,?,0,0,0.00178,862
130332243320706090,1086-0234733,224.33071,18.61309,224.33213,18.61297,17.65,20.90,?,21.95,-412,6,0.00143,863
131732231936377668,1097-0230314,223.19691,19.77886,223.19364,19.78095,19.64,?,20.97,20.30,-64,2,0.00388,864
130322240957672670,1086-0234497,224.09255,18.60027,224.09585,18.60182,?,?,?,21.61,0,0,0.00365,865
130002241042223861,1083-0251968,224.10236,18.33421,224.1043,18.33614,?,18.93,?,21.70,0,0,0.00274,866
129722237052275803,1081-0266021,223.70501,18.10106,223.70517,18.10437,17.77,?,?,18.92,0,0,0.00331,867
130232240641447822,1085-0233538,224.06622,18.53175,224.06412,18.53109,19.89,?,?,?,0,0,0.0022,868
129932240585117342,1082-0261408,224.05113,18.27238,224.05826,18.28087,19.84,?,19.02,?,0,0,0.01109,869
130842242317756434,1090-0232547,224.23041,19.03935,224.23173,19.0382,?,20.84,21.09,21.91,-502,342,0.00175,870
130892238378174263,1090-0232202,223.83989,19.07984,223.83781,19.07816,?,20.23,21.14,21.40,-362,310,0.00267,871
131422231154913616,1095-0229838,223.11424,19.51562,223.11547,19.51929,19.90,?,20.93,21.53,198,356,0.00387,872
129642239941659309,1080-0266699,223.99092,18.04821,223.99415,18.04068,19.05,18.99,?,?,0,0,0.00819,873
131392233160740526,1094-0227957,223.31825,19.48999,223.31604,19.49195,?,20.47,?,21.68,0,0,0.00295,874
129722230782817038,1081-0265444,223.07649,18.1062,223.07825,18.1054,?,?,?,21.88,0,0,0.00193,875
130292248965818555,1085-0234288,224.89161,18.58783,224.89655,18.58168,?,?,19.12,21.53,0,0,0.00789,876
130782244874416232,1089-0233445,224.49699,18.98773,224.48742,18.98809,19.22,20.90,?,?,0,0,0.00958,877
131552243886653148,1096-0230771,224.39164,19.62692,224.38863,19.62718,19.86,?,?,19.77,0,0,0.00302,878
130522236635204782,1087-0232350,223.66504,18.76733,223.66352,18.7702,19.07,?,?,21.23,0,0,0.00325,879
131162248645336748,1093-0230602,224.86631,19.30485,224.8645,19.30515,18.78,19.51,?,?,118,-36,0.00183,880
130472232159737147,1087-0231947,223.21449,18.73147,223.21591,18.73054,20.02,20.70,?,?,0,0,0.0017,881
131192238485656447,1093-0229569,223.84741,19.32835,223.8485,19.32993,19.74,20.84,?,?,0,0,0.00192,882
131582243838784229,1096-0230758,224.38215,19.65389,224.38385,19.65309,?,20.56,20.32,21.75,-184,-154,0.00188,883
130152248077461927,1084-0241827,224.8087,18.46163,224.80766,18.45949,19.48,?,?,?,0,0,0.00238,884
131772242711044925,1098-0232235,224.26781,19.81212,224.27117,19.81187,?,20.32,?,21.17,0,0,0.00337,885
130222233141577915,1085-0232639,223.31371,18.52128,223.31412,18.5228,?,20.22,?,19.67,0,0,0.00157,886
129762245996804197,1081-0266902,224.59807,18.13803,224.59968,18.13634,?,?,?,20.59,0,0,0.00233,887
130382243310893080,1086-0234724,224.32824,18.65202,224.33108,18.65213,?,19.59,?,20.42,60,-914,0.00284,888
131462232307606996,1095-0229962,223.23058,19.557,223.23069,19.55537,?,?,21.12,?,0,0,0.00163,889
130452243905200126,1087-0233156,224.38609,18.71011,224.39052,18.70798,19.63,?,?,?,0,0,0.00492,890
131112243946398254,1092-0230745,224.39264,19.26374,224.39464,19.26475,19.84,?,20.82,?,0,0,0.00224,891
130712238751721339,1089-0232744,223.87316,18.9274,223.87508,18.92579,?,?,21.06,?,0,0,0.00251,892
130682237566346010,1089-0232615,223.75353,18.90389,223.75658,18.90451,20.00,?,20.79,?,0,0,0.00311,893
130192237897545787,1084-0240893,223.78854,18.49484,223.78973,18.49606,18.51,18.45,?,?,-42,-118,0.0017,894
129752238032153926,1081-0266134,223.80119,18.12075,223.80318,18.12784,?,17.26,18.26,16.90,-36,-4,0.00736,895
131352243487645310,1094-0228923,224.34515,19.46124,224.34869,19.46235,?,?,20.32,?,0,0,0.00371,896
131232238908983792,1093-0229625,223.89081,19.35625,223.89093,19.36096,19.78,?,?,?,0,0,0.00471,897
131412231037821315,1095-0229828,223.10502,19.51147,223.10376,19.50879,20.05,19.45,?,?,0,0,0.00296,898
129902231544515028,1082-0260493,223.15299,18.25295,223.15445,18.25367,19.36,?,20.94,21.95,502,-70,0.00163,899
130982236636917968,1091-0231357,223.66059,19.15632,223.66366,19.15619,?,?,?,21.90,0,0,0.00307,900
129942249614697294,1082-0262217,224.95957,18.28772,224.96132,18.28899,19.97,20.80,?,21.86,-360,-250,0.00216,901
129692242055358078,1080-0266949,224.20758,18.08839,224.20553,18.08124,?,20.90,?,?,0,0,0.00744,902
131082231946058594,1092-0229336,223.20126,19.24232,223.19449,19.23996,?,?,21.07,?,0,0,0.00717,903
130582235553488332,1088-0231619,223.55536,18.8254,223.55532,18.8231,?,20.65,20.32,20.98,26,752,0.0023,904
129792235715873184,1081-0265921,223.572,18.15649,223.57158,18.16054,20.02,20.54,?,?,0,0,0.00407,905
131972241941643711,1099-0232456,224.18938,19.97605,224.1942,19.97759,20.04,?,?,21.83,0,0,0.00506,906
130162236024762413,1084-0240678,223.60185,18.46997,223.60256,18.46833,?,?,20.89,21.10,0,0,0.00179,907
130792242654845574,1089-0233216,224.26749,18.99416,224.26546,18.99584,?,?,?,21.37,0,0,0.00264,908
131612243380544448,1096-0230680,224.33831,19.67997,224.33818,19.67832,18.41,16.41,?,17.18,-8,-64,0.00166,909
130372236310441746,1086-0233951,223.63086,18.64746,223.63118,18.64265,?,18.80,?,19.79,0,0,0.00482,910
131892230118275680,1099-0231116,223.01006,19.91446,223.01184,19.91258,?,19.61,20.42,?,0,0,0.00259,911
131822242826193061,1098-0232269,224.28564,19.85088,224.28277,19.85219,?,20.52,?,21.21,0,0,0.00315,912
130882231664763920,1090-0231507,223.16845,19.069,223.16682,19.0698,?,20.47,?,14.88,0,0,0.00182,913
131052234629725991,1092-0229643,223.46512,19.21208,223.46289,19.21276,20.04,?,20.51,21.01,162,-56,0.00233,914
131142248548663967,1092-0231113,224.85786,19.28527,224.85483,19.28621,?,17.63,19.63,?,0,0,0.00317,915
130252248903445042,1085-0234294,224.89501,18.54497,224.89041,18.54557,?,20.88,20.37,?,0,0,0.00464,916
131452241498518910,1095-0230843,224.14934,19.54469,224.14984,19.54864,?,20.52,20.77,?,0,0,0.00398,917
130912247942955913,1090-0233004,224.79524,19.09743,224.79414,19.09613,?,15.56,?,21.29,324,644,0.0017,918
130712241967350443,1089-0233132,224.19583,18.92727,224.19678,18.92491,?,20.03,?,20.86,0,0,0.00254,919
131562230198407103,1096-0229446,223.01799,19.63781,223.01984,19.63882,?,18.44,20.92,19.66,236,122,0.00211,920
131352236132944856,1094-0228233,223.61062,19.46102,223.61327,19.46196,19.73,20.42,?,?,0,0,0.00281,921
130342245131261716,1086-0234950,224.51941,18.61903,224.51312,18.61767,19.95,?,?,?,0,0,0.00644,922
129842246013860939,1081-0266903,224.59842,18.19438,224.60137,18.20031,19.99,?,21.11,?,0,0,0.00662,923
130072232099988731,1083-0251068,223.20999,18.39495,223.20997,18.39851,19.77,20.58,?,21.60,-344,256,0.00356,924
130682233510527621,1089-0232186,223.35236,18.90591,223.35098,18.90584,?,20.18,20.70,21.82,218,-74,0.00138,925
131642241958603676,1097-0231316,224.19822,19.70826,224.19586,19.70263,19.36,19.82,20.73,19.87,0,0,0.0061,926
130682232171468025,1089-0232023,223.21757,18.90206,223.21722,18.90612,19.53,17.32,?,19.34,0,0,0.00408,927
131172245792844642,1093-0230347,224.57796,19.31213,224.57947,19.31166,19.93,?,?,20.94,0,0,0.00158,928
131312231084024111,1094-0227763,223.10861,19.42646,223.10839,19.42802,?,19.98,?,?,0,0,0.00158,929
131162248636378036,1093-0230590,224.86237,19.3072,224.86353,19.30632,18.72,?,?,20.41,4,60,0.00146,930
130872238281670308,1090-0232193,223.83181,19.05708,223.82814,19.05818,19.55,?,20.97,?,0,0,0.00383,931
129872239975151344,1082-0261343,223.99558,18.22596,223.99753,18.22576,?,20.72,21.13,21.63,-660,48,0.00196,932
129892230256654919,1082-0260384,223.02819,18.24103,223.02563,18.24527,20.03,20.59,?,21.79,-450,418,0.00495,933
130602230532620851,1088-0231185,223.05771,18.83239,223.05307,18.83352,?,?,21.11,21.17,0,0,0.00478,934
131432240737922994,1095-0230760,224.07301,19.52224,224.07381,19.52712,19.38,?,?,?,0,0,0.00495,935
131352241778387790,1094-0228786,224.17846,19.46878,224.17783,19.46439,19.49,20.85,21.11,?,-166,-226,0.00443,936
131912249202938058,1099-0233128,224.92153,19.92936,224.92019,19.93127,19.91,?,21.05,?,0,0,0.00233,937
131232242656185929,1093-0230071,224.26478,19.36529,224.26567,19.36286,?,20.89,?,?,0,0,0.00259,938
131722235954430432,1097-0230737,223.59935,19.76823,223.59547,19.76656,18.83,20.97,?,20.73,330,-138,0.00422,939
130352248732407655,1086-0235282,224.87688,18.63174,224.87309,18.63088,?,?,20.36,?,0,0,0.00389,940
130962242205663017,1091-0231944,224.22011,19.13048,224.22053,19.13549,?,?,20.42,20.56,0,0,0.00503,941
130852231896122737,1090-0231555,223.19267,19.04126,223.1894,19.0436,?,19.31,?,20.42,0,0,0.00402,942
130312241857159082,1085-0233644,224.18334,18.5965,224.18568,18.59883,19.94,?,21.07,?,0,0,0.0033,943
131622241177104665,1096-0230480,224.11349,19.68955,224.1177,19.68678,19.86,?,?,?,0,0,0.00504,944
130232248966121288,1085-0234286,224.89062,18.52538,224.89649,18.5257,?,20.65,?,?,0,0,0.00588,945
131122234213702784,1092-0229596,223.42252,19.26922,223.42132,19.26854,?,?,20.14,21.56,-362,550,0.00138,946
131912247629684528,1099-0233006,224.75948,19.92195,224.76296,19.92834,19.98,?,21.09,?,0,0,0.00728,947
130762230504233176,1089-0231814,223.05205,18.97018,223.05033,18.96882,?,?,21.08,22.06,0,0,0.00219,948
129742239370231906,1081-0266273,223.9346,18.11419,223.93703,18.11784,19.87,?,?,22.12,0,0,0.00438,949
130322241455046729,1086-0234559,224.14726,18.60719,224.1456,18.60505,?,?,21.14,?,0,0,0.00271,950
131132230731451195,1092-0229125,223.07375,19.27786,223.07316,19.27554,?,?,20.32,21.19,0,0,0.00239,951
130482231363246476,1087-0231889,223.13531,18.73927,223.13632,18.73827,19.17,19.45,?,20.84,-360,218,0.00142,952
130512233921731459,1087-0232095,223.39281,18.75528,223.39219,18.75906,?,18.33,21.02,19.54,-224,-212,0.00383,953
130982243644804059,1091-0232107,224.35498,19.15121,224.36446,19.15274,19.84,?,?,22.03,0,0,0.0096,954
130502248706299304,1087-0233575,224.8756,18.76082,224.87057,18.7573,18.02,?,20.54,?,324,256,0.00614,955
130552236872198238,1087-0232380,223.68492,18.7951,223.68721,18.79814,19.98,?,20.97,21.38,150,-206,0.00381,956
130882249065797568,1090-0233094,224.90459,19.07606,224.90651,19.07248,?,?,21.14,21.49,-646,382,0.00406,957
131102243410014240,1092-0230698,224.34228,19.25594,224.34108,19.25312,?,19.67,?,20.79,0,0,0.00306,958
131672248782135877,1097-0231890,224.87797,19.73303,224.87818,19.72949,19.53,20.45,?,?,0,0,0.00355,959
131852241998539015,1098-0232142,224.19935,19.88077,224.19991,19.88205,19.10,20.24,?,20.79,0,0,0.0014,960
131202234156670463,1093-0229079,223.41992,19.33022,223.41567,19.33328,19.81,?,20.68,?,0,0,0.00524,961
131862232803667308,1098-0231179,223.27788,19.889,223.28037,19.88899,?,?,21.04,?,0,0,0.00249,962
129742239565905036,1081-0266298,223.9599,18.12506,223.95663,18.12045,?,19.14,?,21.55,-278,-98,0.00565,963
130282232459097443,1085-0232569,223.24759,18.57212,223.2459,18.57233,?,?,21.00,21.38,0,0,0.0017,964
131002236052368132,1091-0231300,223.60723,19.17336,223.6052,19.17304,18.47,18.77,?,?,0,0,0.00206,965
130972234147348591,1091-0231050,223.41604,19.15226,223.41479,19.1483,19.43,20.40,?,21.54,-198,-232,0.00415,966
130412237440218963,1086-0234149,223.7477,18.68678,223.74401,18.68205,?,?,21.08,?,0,0,0.006,967
131842240790374322,1098-0231987,224.07761,19.86967,224.07899,19.86988,?,?,20.67,21.15,-338,-288,0.0014,968
131332243440700157,1094-0228924,224.34567,19.44531,224.34408,19.44136,?,17.68,20.41,?,0,0,0.00426,969
131122233571479804,1092-0229524,223.35189,19.2749,223.35718,19.2744,?,?,20.65,21.78,0,0,0.00531,970
130682237263800734,1089-0232570,223.72008,18.90425,223.72637,18.90011,?,?,21.06,21.90,0,0,0.00753,971
130322243060713433,1086-0234691,224.30833,18.60004,224.30607,18.60237,19.74,20.15,20.81,20.65,0,0,0.00325,972
131022233578675167,1091-0230920,223.34805,19.19916,223.35777,19.18723,?,20.14,?,20.86,-434,-168,0.01539,973
130512233921731459,1087-0232094,223.39088,18.75708,223.39219,18.75906,?,20.62,?,20.75,-582,558,0.00237,974
131872245325009691,1099-0232811,224.53399,19.90008,224.53249,19.89931,19.49,?,21.06,?,0,0,0.00169,975
131112235164033166,1092-0229689,223.51022,19.26821,223.51639,19.26054,?,?,20.01,?,0,0,0.00984,976
130502234046376686,1087-0232116,223.40554,18.75621,223.40465,18.75512,18.40,19.58,?,21.31,0,0,0.00141,977
129792233564092852,1081-0265716,223.35196,18.15944,223.35626,18.16026,?,?,20.53,20.62,0,0,0.00438,978
129642235643793995,1080-0266246,223.56352,18.03736,223.56433,18.03622,19.62,?,?,20.96,0,0,0.0014,979
131652233522130008,1097-0230479,223.34851,19.70998,223.35224,19.70782,?,20.41,?,21.25,0,0,0.00431,980
130252230925157682,1085-0232448,223.09213,18.54524,223.09241,18.54755,19.55,?,?,?,0,0,0.00233,981
130992243221997068,1091-0232076,224.32243,19.16609,224.3222,19.16374,19.31,?,?,20.87,0,0,0.00236,982
130202239915653333,1085-0233481,223.99451,18.5015,223.99156,18.50236,17.81,19.16,19.76,?,0,0,0.00307,983
131572241074514425,1096-0230474,224.10788,19.64707,224.10739,19.64492,?,?,?,21.11,0,0,0.00221,984
131562231000541787,1096-0229537,223.09748,19.63448,223.10005,19.6344,19.95,?,?,21.22,-302,-18,0.00257,985
131352230956811207,1094-0227731,223.09266,19.45889,223.09562,19.45899,18.97,?,?,21.63,0,0,0.00296,986
131622233810710387,1096-0229857,223.38341,19.6864,223.381,19.68342,?,19.54,?,20.71,0,0,0.00383,987
129932230748705964,1082-0260430,223.07176,18.2792,223.07488,18.27941,19.88,?,?,?,0,0,0.00313,988
129872248041658925,1082-0262085,224.80056,18.23901,224.8041,18.23197,20.01,?,20.91,?,0,0,0.00788,989
130932249133746060,1091-0232585,224.91088,19.11235,224.91334,19.11291,19.16,?,?,20.32,0,0,0.00252,990
129922240029463353,1082-0261353,224.00418,18.26685,224.0029,18.26905,?,20.74,?,22.10,0,0,0.00255,991
129712238419062987,1080-0266536,223.84098,18.09003,223.84192,18.0937,19.78,20.09,?,21.38,0,0,0.00379,992
130962233457650252,1091-0230942,223.3495,19.13314,223.34585,19.13302,16.68,?,18.89,18.13,-412,202,0.00365,993
130782230871865290,1089-0231869,223.08556,18.98772,223.08712,18.98726,18.72,?,?,?,0,0,0.00163,994
130292248965818555,1085-0234287,224.89133,18.58791,224.89655,18.58168,?,?,18.59,21.64,0,0,0.00813,995
130522240201940646,1087-0232770,224.02003,18.77328,224.02009,18.76683,19.66,?,21.05,?,298,-466,0.00645,996
130922240715142895,1091-0231778,224.07825,19.10825,224.07163,19.102,?,?,21.11,21.10,0,0,0.0091,997
131162232625954866,1093-0228942,223.26704,19.3103,223.26254,19.3036,19.89,?,?,?,0,0,0.00807,998
129772247275724960,1081-0267022,224.73101,18.14968,224.72751,18.14543,18.81,20.01,?,20.77,18,-50,0.00551,999
130162236027652094,1084-0240688,223.60477,18.46642,223.60281,18.468,?,19.87,20.51,20.98,-22,22,0.00252,1000
